DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,DAYOFYEAR,TMAX,TMIN,TAVE,DHUMID,DSRAD,DPPT,SMAX,SMIN,S_AVE,WAVE
AWE01,2,1982,9,18,HQ01,261,23.26,4.948,13.92,75.11,472.7,.,.,.,.,.
AWE01,2,1982,9,19,HQ01,262,25.46,10.53,17.66,68.42,345,.,.,.,.,.
AWE01,2,1982,9,20,HQ01,263,17.94,2.362,10.24,76,433.5,.,.,.,.,.
AWE01,2,1982,9,21,HQ01,264,19.74,0.596,9.64,73.63,464.9,.,.,.,.,.
AWE01,2,1982,9,22,HQ01,265,25.36,5.181,15.64,61.96,452.6,.,.,.,.,.
AWE01,2,1982,9,23,HQ01,266,26.92,11.22,17.64,74.18,252.2,1,.,.,.,.
AWE01,2,1982,9,24,HQ01,267,24.07,6.661,15.1,73.55,412.9,.,.,.,.,.
AWE01,2,1982,9,25,HQ01,268,20.57,3.209,11.54,77.93,421.3,.,.,.,.,.
AWE01,2,1982,9,26,HQ01,269,22.87,5.764,14.79,70.31,350.8,.,.,.,.,.
AWE01,2,1982,9,27,HQ01,270,25.52,10.33,18.2,65.9,379.3,.,.,.,.,.
AWE01,2,1982,9,28,HQ01,271,30.95,18.3,23.98,63.81,294.7,.,.,.,.,.
AWE01,2,1982,9,29,HQ01,272,30.21,18.74,23.63,75.57,233.3,.,.,.,.,.
AWE01,2,1982,9,30,HQ01,273,27.64,19.24,22.52,79.45,131.2,.,.,.,.,.
AWE01,2,1982,10,1,HQ01,274,29.14,16.8,22.5,64.47,311.6,.,.,.,.,.
AWE01,2,1982,10,2,HQ01,275,24.27,8.74,17.41,82.1,321.1,7,.,.,.,.
AWE01,2,1982,10,3,HQ01,276,26,4.909,14.91,67.63,419.7,.,.,.,.,.
AWE01,2,1982,10,4,HQ01,277,28.84,8.82,20.69,71.57,345.5,.,.,.,.,.
AWE01,2,1982,10,5,HQ01,278,32.67,19.65,25.01,54.71,335.9,.,.,.,.,.
AWE01,2,1982,10,6,HQ01,279,22.87,6.465,15.3,73.32,325.9,3.5,.,.,.,.
AWE01,2,1982,10,7,HQ01,280,27.42,7.916,17.88,51.62,408.3,.,.,.,.,.
AWE01,2,1982,10,8,HQ01,281,24.94,11.79,20.56,87.65,142,22,.,.,.,.
AWE01,2,1982,10,9,HQ01,282,17.9,6.27,12.27,66.36,297.7,.,.,.,.,.
AWE01,2,1982,10,10,HQ01,283,13.09,9.1,10.87,70.68,107.7,.,.,.,.,.
AWE01,2,1982,10,11,HQ01,284,18.3,2.977,10.25,62.97,383.5,.,.,.,.,.
AWE01,2,1982,10,12,HQ01,285,18.65,0.557,8.92,73.35,374.3,.,.,.,.,.
AWE01,2,1982,10,13,HQ01,286,16.24,0.481,6.597,80.4,243,.,.,.,.,.
AWE01,2,1982,10,14,HQ01,287,22.72,0.788,12.07,56.03,372.1,.,.,.,.,.
AWE01,2,1982,10,15,HQ01,288,23.66,5.142,13.89,57.8,362.3,.,.,.,.,.
AWE01,2,1982,10,16,HQ01,289,20.66,-1.39,10.41,58.32,354.3,.,.,.,.,.
AWE01,2,1982,10,17,HQ01,290,25.25,10.25,16.96,44.06,342.6,.,.,.,.,.
AWE01,2,1982,10,18,HQ01,291,26.16,11.34,17.7,67.28,304.9,.,.,.,.,.
AWE01,2,1982,10,19,HQ01,292,17.72,3.17,10.22,83.92,109.1,.,.,.,.,.
AWE01,2,1982,10,20,HQ01,293,10.33,-2.51,3.534,73.87,332.9,.,.,.,.,.
AWE01,2,1982,10,21,HQ01,294,15.22,-3.78,4.904,69.31,333.5,.,.,.,.,.
AWE01,2,1982,10,22,HQ01,295,17.94,-2.31,7.96,56.13,338.2,.,.,.,.,.
AWE01,2,1982,10,23,HQ01,296,21.09,4.019,11.03,39.16,286.9,.,.,.,.,.
AWE01,2,1982,10,24,HQ01,297,22.23,6.27,13.23,36.47,317.5,.,.,.,.,.
AWE01,2,1982,10,25,HQ01,298,21.85,6.544,13.63,31.57,295.8,.,.,.,.,.
AWE01,2,1982,10,26,HQ01,299,22.23,9.54,14.6,32.68,194,.,.,.,.,.
AWE01,2,1982,10,27,HQ01,300,24.84,12.93,18.46,45.54,204.2,.,.,.,.,.
AWE01,2,1982,10,28,HQ01,301,19.37,6.544,13.17,71.6,160,5,.,.,.,.
AWE01,2,1982,10,29,HQ01,302,20.71,3.903,12.82,42.92,269.9,.,.,.,.,.
AWE01,2,1982,10,30,HQ01,303,21.23,7.248,14.05,55.19,219.9,.,.,.,.,.
AWE01,2,1982,10,31,HQ01,304,28.09,4.019,16.26,75.85,265.2,.,.,.,.,.
AWE01,2,1982,11,1,HQ01,305,20.11,4.987,12.13,89.49,74.44,.,.,.,.,.
AWE01,2,1982,11,2,HQ01,306,15.9,2.977,8.36,71.26,222,.,.,.,.,.
AWE01,2,1982,11,3,HQ01,307,8.98,-7.71,0.691,74.72,218.6,.,.,.,.,.
AWE01,2,1982,11,4,HQ01,308,4.832,-10.1,-3.79,70.79,292.8,.,.,.,.,.
AWE01,2,1982,11,5,HQ01,309,9.57,-11.3,-0.428,55.52,263,.,.,.,.,.
AWE01,2,1982,11,6,HQ01,310,18.56,-0.783,8.48,47.53,278.8,.,.,.,.,.
AWE01,2,1982,11,7,HQ01,311,21.94,9.73,15,73.49,196,.,.,.,.,.
AWE01,2,1982,11,8,HQ01,312,19.56,10.94,14.42,82.82,82.2,.,.,.,.,.
AWE01,2,1982,11,9,HQ01,313,24.22,11.58,17.72,68.57,192,.,.,.,.,.
AWE01,2,1982,11,10,HQ01,314,16.2,9.69,12.54,77.13,177.2,1,.,.,.,.
AWE01,2,1982,11,11,HQ01,315,23.16,4.677,15.57,73.79,144.3,5.5,.,.,.,.
AWE01,2,1982,11,12,HQ01,316,5.142,-11.1,-0.666,56.99,254.5,.,.,.,.,.
AWE01,2,1982,11,13,HQ01,317,7.131,-10.5,-1.06,54.27,200.7,.,.,.,.,.
AWE01,2,1982,11,14,HQ01,318,3.787,-9,-1.99,58.7,262.2,.,.,.,.,.
AWE01,2,1982,11,15,HQ01,319,9.02,-7.71,0.641,46.57,245.7,.,.,.,.,.
AWE01,2,1982,11,16,HQ01,320,14,-4.32,3.241,46.36,246.9,.,.,.,.,.
AWE01,2,1982,11,17,HQ01,321,15.9,-7.71,3.688,71.55,223.3,.,.,.,.,.
AWE01,2,1982,11,18,HQ01,322,10.66,4.638,8.36,90.46,54.53,1,.,.,.,.
AWE01,2,1982,11,19,HQ01,323,21.75,9.14,15.89,79.94,197.4,1,.,.,.,.
AWE01,2,1982,11,20,HQ01,324,16.93,3.478,11.19,65.18,244.4,.,.,.,.,.
AWE01,2,1982,11,21,HQ01,325,16.54,1.21,7.909,64.21,214,.,.,.,.,.
AWE01,2,1982,11,22,HQ01,326,7.68,-1.58,4.097,87.72,25.76,7,.,.,.,.
AWE01,2,1982,11,23,HQ01,327,-0.745,-10.8,-4.75,83.67,172,2,.,.,.,.
AWE01,2,1982,11,24,HQ01,328,2.131,-14.2,-5.82,81.97,233.3,.,.,.,.,.
AWE01,2,1982,11,25,HQ01,329,6.114,-4.75,1.422,73.53,84.2,2,.,.,.,.
AWE01,2,1982,11,26,HQ01,330,2.862,-6.47,-1.97,90.4,98,.,.,.,.,.
AWE01,2,1982,11,27,HQ01,331,-0.017,-6.55,-2.92,93.6,35.73,9.5,.,.,.,.
AWE01,2,1982,11,28,HQ01,332,0.941,-0.745,0.195,92.22,44.34,7.5,.,.,.,.
AWE01,2,1982,11,29,HQ01,333,11.1,-3.47,2.096,86.58,211.5,.,.,.,.,.
AWE01,2,1982,11,30,HQ01,334,12.89,8.58,10.72,80.17,109.5,.,.,.,.,.
AWE01,2,1982,12,1,HQ01,335,20.48,10.01,15.27,81.29,127,.,.,.,.,.
AWE01,2,1982,12,2,HQ01,336,15.09,5.647,10.71,77.33,111.9,.,.,.,.,.
AWE01,2,1982,12,3,HQ01,337,10.33,-1.28,4.035,76.26,184.1,.,.,.,.,.
AWE01,2,1982,12,4,HQ01,338,4.909,0.826,3.658,91,46.55,.,.,.,.,.
AWE01,2,1982,12,5,HQ01,339,6.348,-2.47,3.013,86.45,53.87,3,.,.,.,.
AWE01,2,1982,12,6,HQ01,340,11.95,-6.32,2.707,61.28,209.4,.,.,.,.,.
AWE01,2,1982,12,7,HQ01,341,6.856,-3.82,1.222,81.7,56.6,.,.,.,.,.
AWE01,2,1982,12,8,HQ01,342,-3.12,-9.13,-5.47,90.67,52.78,.,.,.,.,.
AWE01,2,1982,12,9,HQ01,343,0.289,-10,-4.02,89.79,97.8,.,.,.,.,.
AWE01,2,1982,12,10,HQ01,344,5.958,-2.58,2.08,83.48,58.09,.,.,.,.,.
AWE01,2,1982,12,11,HQ01,345,-2.62,-14.6,-8.14,67.59,199,.,.,.,.,.
AWE01,2,1982,12,12,HQ01,346,2.631,-14.2,-5.58,64.64,205.9,.,.,.,.,.
AWE01,2,1982,12,13,HQ01,347,9.93,-3.39,2.989,59.99,207.8,.,.,.,.,.
AWE01,2,1982,12,14,HQ01,348,3.98,-5.41,0.302,80.91,46.61,5,.,.,.,.
AWE01,2,1982,12,15,HQ01,349,3.556,-7.75,-3,82.63,198.6,13.5,.,.,.,.
AWE01,2,1982,12,16,HQ01,350,4.832,-7.11,-2.51,82.65,196.5,.,.,.,.,.
AWE01,2,1982,12,17,HQ01,351,15.99,-3.59,6.176,67.44,195.8,.,.,.,.,.
AWE01,2,1982,12,18,HQ01,352,14.09,0.557,7.011,61.14,179.4,.,.,.,.,.
AWE01,2,1982,12,19,HQ01,353,11.02,-1.47,4.243,51.1,204.6,.,.,.,.,.
AWE01,2,1982,12,20,HQ01,354,12.15,-4.71,3.222,55.17,192.4,.,.,.,.,.
AWE01,2,1982,12,21,HQ01,355,14.71,1.478,6.266,60.31,201.7,.,.,.,.,.
AWE01,2,1982,12,22,HQ01,356,13.76,-1.74,4.289,88.14,103.7,.,.,.,.,.
AWE01,2,1982,12,23,HQ01,357,14,-2.43,3.383,88.94,100.3,.,.,.,.,.
AWE01,2,1982,12,24,HQ01,358,13.42,4.909,10.88,85.32,36.29,15.2,.,.,.,.
AWE01,2,1982,12,25,HQ01,359,6.075,-6,-1.63,85.88,66.74,.,.,.,.,.
AWE01,2,1982,12,26,HQ01,360,3.44,-9.62,-3.65,81.52,203.9,.,.,.,.,.
AWE01,2,1982,12,27,HQ01,361,0.174,-3.28,-0.911,89.58,18.01,24.5,.,.,.,.
AWE01,2,1982,12,28,HQ01,362,-3.32,-13.5,-7.1,83.09,175.9,1,.,.,.,.
AWE01,2,1982,12,29,HQ01,363,-3.12,-17.1,-10.6,85.9,209.8,.,.,.,.,.
AWE01,2,1982,12,30,HQ01,364,0.481,-13.7,-6.4,86.37,182,.,.,.,.,.
AWE01,2,1982,12,31,HQ01,365,0.136,-8.6,-3.2,83.14,211.7,.,.,.,.,.
AWE01,2,1983,1,1,HQ01,1,5.453,-7.79,-2.28,81.34,212.1,0,.,.,.,.
AWE01,2,1983,1,2,HQ01,2,-3.16,-10,-5.57,89.78,50.9,0,.,.,.,.
AWE01,2,1983,1,3,HQ01,3,-2.39,-5.49,-4.22,89.38,97.4,0,.,.,.,.
AWE01,2,1983,1,4,HQ01,4,0.557,-4.79,-1.67,89.99,80.7,0,.,.,.,.
AWE01,2,1983,1,5,HQ01,5,5.919,-4.21,0.356,87.09,169.8,0,.,.,.,.
AWE01,2,1983,1,6,HQ01,6,14.09,-1.01,4.921,73.91,183.1,0,.,.,.,.
AWE01,2,1983,1,7,HQ01,7,4.599,-3.74,0.71,86.55,49.93,0,.,.,.,.
AWE01,2,1983,1,8,HQ01,8,8.82,-6.91,0.559,82.75,211.5,0,.,.,.,.
AWE01,2,1983,1,9,HQ01,9,6.935,1.977,4.615,85.53,38.64,0,.,.,.,.
AWE01,2,1983,1,10,HQ01,10,6.622,-3.66,0.819,68.8,207.1,0,.,.,.,.
AWE01,2,1983,1,11,HQ01,11,2.977,-8.92,-0.796,67.26,215.3,0,.,.,.,.
AWE01,2,1983,1,12,HQ01,12,9.93,-10.9,-0.337,72.61,216.4,0,.,.,.,.
AWE01,2,1983,1,13,HQ01,13,18.38,-1.47,6.79,61.84,237.7,0,.,.,.,.
AWE01,2,1983,1,14,HQ01,14,6.114,-2.78,2.839,58.77,222.8,0,.,.,.,.
AWE01,2,1983,1,15,HQ01,15,0.097,-9.79,-5.06,86.41,125.2,0,.,.,.,.
AWE01,2,1983,1,16,HQ01,16,6.465,-9,-2.95,81.49,230.7,0,.,.,.,.
AWE01,2,1983,1,17,HQ01,17,-0.63,-10.3,-5.97,78.91,227.2,0,.,.,.,.
AWE01,2,1983,1,18,HQ01,18,-2.43,-12.2,-6.58,72.93,108.4,0,.,.,.,.
